Country,Age,Count,Education level,Gender,Industry,Org,Org size,Role group,Role group Avg,Role,Problems,Prob_RoleGroup [%],Prob_RoleGroup Avg [%],Hope,Hope_RoleGroup [%],,,,,,
Algeria,26-41,1,Some college,Male,Construction,Not-for-profit organization,"5,001-10,000",Data science,Data science,Data Scientist,Impacts to individual privacy,0.2,0.2,More resources given to data science teams within organizations,0.1678,,,,,,
Andorra,18-25,1,High School or equivalent,Female,Media,Government agency,"201-1,000",Education,Others avg.,Professor/Instructor/Researcher,Social impacts from bias in data and models,0.2,0.03877471888,More specialized data science hardware,0.1931,,,,,,
United States,26-41,1,Some college,Female,Engineering,Commercial (for-profit) entity,"201-1,000",Other,Others avg.,Developer,Social impacts from bias in data and models,0.3,0.03877471888,More resources given to data science teams within organizations,0.3448,,,,,,
United States,26-41,1,High School or equivalent,Male,Technology,Commercial (for-profit) entity,1-200,Data science,Data science,Data Engineer,Social impacts from bias in data and models,0.2,0.2,More resources given to data science teams within organizations,0.1678,,,,,,
United States,18-25,1,Some college,Female,Electronics,Commercial (for-profit) entity,1-200,Business professional,Others avg.,Business Analyst,Impacts to individual privacy,0.3,0.03877471888,More specialized data science hardware,0.2976,,,,,,
United States,26-41,1,Bachelor's degree,Male,,Educational institution,,Education,Others avg.,Professor/Instructor/Researcher,Impacts to individual privacy,0.2,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.1931,,,,,,
Sri Lanka,18-25,1,Some college,Female,,Educational institution,,Data science,Data science,Data Scientist,A reduction in job opportunities caused by automation,0.2,0.2,More specialized data science hardware,0.1678,,,,,,
Switzerland,42-57,1,Master's degree,Male,Food & Beverage,Commercial (for-profit) entity,"10,001",Data science,Data science,Data Scientist,Social impacts from bias in data and models,0.2,0.2,New optimized models that allow for more complex computations to be conducted faster,0.1678,,,,,,
United States,26-41,1,Some college,Male,,Educational institution,,Data science,Data science,Data Engineer,Impacts to individual privacy,0.2,0.2,More resources given to data science teams within organizations,0.1678,,,,,,
United States,42-57,1,Bachelor's degree,Female,Defense,Commercial (for-profit) entity,"5,001-10,000",Operations,Others avg.,Cloud Engineer,Social impacts from bias in data and models,0.6,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.5882,,,,,,
United States,42-57,1,Master's degree,Male,Insurance,Not-for-profit organization,"1,001-3,000",Operations,Others avg.,Cloud Security Manager,Social impacts from bias in data and models,0.6,0.03877471888,More resources given to data science teams within organizations,0.5882,,,,,,
United States,26-41,1,Bachelor's degree,Male,Not For Profit,Commercial (for-profit) entity,"201-1,000",Operations,Others avg.,CloudOps,Impacts to individual privacy,0.6,0.03877471888,Further innovation in the open-source data science community,0.5882,,,,,,
Pakistan,18-25,1,Bachelor's degree,Male,Telecommunications,Not-for-profit organization,"1,001-3,000",Other,Others avg.,Other (please indicate below),Social impacts from bias in data and models,0.3,0.03877471888,More specialized data science hardware,0.3448,,,,,,
Australia,68-100,1,Bachelor's degree,Male,,,,Other,Others avg.,Other (please indicate below),Other (please indicate below),0.3,0.03877471888,Other (please indicate below),0.3448,,,,,,
Portugal,18-25,1,Bachelor's degree,Male,,,,Education,Others avg.,Student,Advanced information warfare,0.2,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.1931,,,,,,
Malawi,26-41,1,Bachelor's degree,Male,,,,Data science,Data science,Data Engineer,A reduction in job opportunities caused by automation,0.2,0.2,New optimized models that allow for more complex computations to be conducted faster,0.1678,,,,,,
Ireland {Republic},42-57,1,Some college,Male,,,,Other,Others avg.,Other (please indicate below),Lack of diversity and inclusion in the profession,0.3,0.03877471888,Further innovation in the open-source data science community,0.3448,,,,,,
United States,26-41,1,Bachelor's degree,Female,Electronics,Commercial (for-profit) entity,"201-1,000",Business professional,Others avg.,Line-of-Business Manager,Advanced information warfare,0.3,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.2976,,,,,,
Germany,26-41,1,Master's degree,Male,Healthcare,Commercial (for-profit) entity,"10,001",Other,Others avg.,Developer,Advanced information warfare,0.3,0.03877471888,Further innovation in the open-source data science community,0.3448,,,,,,
United States,42-57,1,No degree,Male,Automotive,Commercial (for-profit) entity,1-200,Data science,Data science,Data Engineer,Impacts to individual privacy,0.2,0.2,More specialized data science hardware,0.1678,,,,,,
United States,42-57,1,Bachelor's degree,Male,Automotive,Commercial (for-profit) entity,"201-1,000",Business professional,Others avg.,Business Analyst,A reduction in job opportunities caused by automation,0.3,0.03877471888,More specialized data science hardware,0.2976,,,,,,
United States,42-57,1,Bachelor's degree,Female,Automotive,Commercial (for-profit) entity,"201-1,000",Data science,Data science,Data Engineer,Impacts to individual privacy,0.2,0.2,More specialized data science hardware,0.1678,,,,,,
United States,42-57,1,Bachelor's degree,Male,Automotive,Commercial (for-profit) entity,"201-1,000",Business professional,Others avg.,Business Analyst,A reduction in job opportunities caused by automation,0.3,0.03877471888,More resources given to data science teams within organizations,0.2976,,,,,,
United States,42-57,1,Some college,Male,Automotive,Commercial (for-profit) entity,"201-1,000",Data science,Data science,Data Engineer,Impacts to individual privacy,0.2,0.2,More specialized data science hardware,0.1678,,,,,,
Uganda,42-57,1,Master's degree,Male,,Educational institution,,Scientists,Others avg.,Research Scientist,Advanced information warfare,0.4,0.03877471888,Further innovation in the open-source data science community,0.4098,,,,,,
Brazil,68-100,1,Master's degree,Male,Healthcare,Commercial (for-profit) entity,1-200,Data science,Data science,Data Engineer,Social impacts from bias in data and models,0.2,0.2,More resources given to data science teams within organizations,0.1678,,,,,,
Canada,26-41,1,Some college,Male,Automotive,Commercial (for-profit) entity,"3,001-5,000",Scientists,Others avg.,Research Scientist,Impacts to individual privacy,0.4,0.03877471888,More resources given to data science teams within organizations,0.4098,,,,,,
Germany,26-41,1,Master's degree,Male,,,,Scientists,Others avg.,Research Scientist,Impacts to individual privacy,0.4,0.03877471888,Further innovation in the open-source data science community,0.4098,,,,,,
Liberia,26-41,1,Some college,Male,Healthcare,Not-for-profit organization,1-200,Other,Others avg.,Other (please indicate below),A reduction in job opportunities caused by automation,0.3,0.03877471888,More resources given to data science teams within organizations,0.3448,,,,,,
South Africa,26-41,1,Doctoral degree,Male,Agriculture,Commercial (for-profit) entity,1-200,Scientists,Others avg.,Research Scientist,A reduction in job opportunities caused by automation,0.4,0.03877471888,Further innovation in the open-source data science community,0.4098,,,,,,
Japan,42-57,1,Master's degree,Male,,,,Education,Others avg.,Student,Social impacts from bias in data and models,0.2,0.03877471888,More specialized data science hardware,0.1931,,,,,,
Mexico,58-67,1,Doctoral degree,Male,,Educational institution,,Education,Others avg.,Professor/Instructor/Researcher,Social impacts from bias in data and models,0.2,0.03877471888,Further innovation in the open-source data science community,0.1931,,,,,,
United Kingdom,26-41,1,Doctoral degree,Female,Not For Profit,Government agency,"201-1,000",Scientists,Others avg.,Research Scientist,Lack of diversity and inclusion in the profession,0.4,0.03877471888,Further innovation in the open-source data science community,0.4098,,,,,,
Nigeria,26-41,1,Bachelor's degree,Female,Finance,Commercial (for-profit) entity,"1,001-3,000",Business professional,Others avg.,Business Analyst,Social impacts from bias in data and models,0.3,0.03877471888,More resources given to data science teams within organizations,0.2976,,,,,,
Korea South,42-57,1,Bachelor's degree,Male,Technology,Commercial (for-profit) entity,1-200,Operations,Others avg.,CloudOps,Advanced information warfare,0.6,0.03877471888,More specialized data science hardware,0.5882,,,,,,
United Kingdom,68-100,1,Master's degree,Male,,Educational institution,,Scientists,Others avg.,Applied Scientist,Lack of diversity and inclusion in the profession,0.4,0.03877471888,More resources given to data science teams within organizations,0.4098,,,,,,
Brazil,18-25,1,Some college,Male,,Educational institution,,Business professional,Others avg.,Business Analyst,Lack of diversity and inclusion in the profession,0.3,0.03877471888,Further innovation in the open-source data science community,0.2976,,,,,,
United States,42-57,1,Master's degree,Male,Defense,Commercial (for-profit) entity,1-200,Data science,Data science,Data Scientist,Lack of diversity and inclusion in the profession,0.2,0.2,Further innovation in the open-source data science community,0.1678,,,,,,
Mexico,26-41,1,Master's degree,Female,Automotive,Commercial (for-profit) entity,"201-1,000",Operations,Others avg.,System Administrator,Impacts to individual privacy,0.6,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.5882,,,,,,
India,42-57,1,Master's degree,Male,Manufacturing,Commercial (for-profit) entity,"201-1,000",Data science,Data science,Data Scientist,Lack of diversity and inclusion in the profession,0.2,0.2,More specialized data science hardware,0.1678,,,,,,
India,18-25,1,High School or equivalent,Male,,,,Education,Others avg.,Student,Social impacts from bias in data and models,0.2,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.1931,,,,,,
Brazil,68-100,1,Master's degree,Male,Consulting,Commercial (for-profit) entity,1-200,Data science,Data science,ML Engineer,Impacts to individual privacy,0.2,0.2,More resources given to data science teams within organizations,0.1678,,,,,,
Greece,26-41,1,Doctoral degree,Male,Hospitality,Commercial (for-profit) entity,"201-1,000",Data science,Data science,Data Scientist,Impacts to individual privacy,0.2,0.2,More resources given to data science teams within organizations,0.1678,,,,,,
